address
"ABI, 01000, KANGAR, PERLIS"
"PERSIARAN INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN JANGGUS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN KOTA PERMAI (1 - 5), 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN KRISTAL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN KUARI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN MUHIBBAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN PERPADUAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN SENTOSA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PERSIARAN TAMAN BUKIT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PUSAT PENJAJA TAMAN BAYU MUTIARA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PUSAT PERNIAGAAN MAJU JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PUSAT PERNIAGAAN MAJU UTAMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"PUSAT PERNIAGAAN MAJU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SIMPANG AMPAT (KAMPUNG BARU), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SIMPANG EMPAT BUKIT TENGAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SIMPANG TIGA BUKIT TENGAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK BELIMBING (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK BETIK (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK BINJAI (1 - 8), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK BUKIT KECIL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK DAMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK GASING, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK INANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK INDAH (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK JANGGUS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK JERNIH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK KANCIL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK KEKWA (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK KOTA PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK MESRA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK NANGKA (1 - 3), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK NENAS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK PERPADUAN (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK SENTOSA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK SEPAKAT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK SERI IMPIAN (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK TAMAN BUKIT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK TANAH AMAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SUNGAI LEMBU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SUNGAI RAMBAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"SUNGAI SEMAMBU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN ACME, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN ALMA JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN ALMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN AMAN JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN AMAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN ASTON, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN B (B GARDEN), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BAK HAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BANDARAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BARU BUKIT TENGAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BAYU MUTIARA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BELIMBING, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BERAPIT INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BERAPIT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BERJAYA BARU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BERJAYA SETIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BETIK MANIS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BIDARA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BINJAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUDIMAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT CANGKAT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT KECIL INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT KECIL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT MAS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT MINYAK INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT MINYAK PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT NONING, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUKIT RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BUNGA RAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN CAMELIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN CHUN LIEW, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN CRYSTAL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN CYSTAL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN DESA 1 - 4, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN DESA CAHAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN DESA DAMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN DESA IMPIAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN DESA NAGA MAS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN DESA PALMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN ENG SENG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN GASING, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN GEMILANG INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN GEMILANG JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN GEMILANG RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN GEMILANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN GUAR PERAHU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN HUMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN HWA SENG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IKS BUKIT TENGAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IMPIAN ALMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IMPIAN INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IMPIAN JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IMPIAN MURNI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IMPIAN RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN IMPIAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN INDUSTRI CHERUK TOKUN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN INDUSTRI TANGKAS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN JAMBU MADU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN JAMBU MAWAR, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN JAMBU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN JASA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN JERNIH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KEENWAY, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KEKWA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KERJASAMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KIJANG INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KIJANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KOTA PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KRISTAL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN LIMAU MANIS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MACANG MANIS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MAJU JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MAKMUR, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MAKOK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MANGGIS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MANIS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MEGA JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MERAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MUHIBBAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MUTIARA INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MUTIARA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN NAGAMAS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN NIRWANA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PADANG LALLANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PANGKALAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PEARL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PELANDOK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PENGKALAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PEPADUAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PERMAI JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PERMATA BARU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PERMATA INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PERMATA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PERNIAGAAN SRI RAMBAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PERPADUAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PINGGIRAN ALMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN PINGGIRAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN POON SOON, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN RAMBAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN REMIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN RIANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN ROZHAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SAUJANA INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SAUJANA PERMAI (2, 4, 6, 8), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SAUJANA PERMAI INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SAUJANA PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SAUJANA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEJAHTERA INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEJAHTERA JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEJAHTERA PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEJAHTERA RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEJAHTERA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEJATI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SELAMAT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SELASIH JALAN 1, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SELERA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SELESA RIA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SELESA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEMANGAT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEMARAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SENTOSA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SEPAKAT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI BUKIT INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI IMPIAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI JANGGUS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI KIJANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI NILAM, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI PELANGI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI PERMATA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI PINANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI RAMBAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERI SEJAHTERA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERUMPUN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SERUMPUN/JALAN SELASIH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SHAIKH ADAM, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI BINJAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI BUKIT INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI MAJU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI PELANGI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI PERMAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI PINANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI SEJAHTERA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SUNGAI RAMBAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SUNYI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SURIA AMAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SURIA INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TAMPOI INDAH (7 - 8), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TAMPOI INDAH, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TAMPOI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TAN SAI GIN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TANAH AMAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TEMBIKAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TENANG, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN TENTERAM, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN USAHA NIAGA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN WONG POW NEE, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TANAH AMAN, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TANAH LIAT MK.8, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TANAH LIAT MK.9, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TANAH LIAT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT BELIMBING (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT BERAPIT, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT BETIK (2, 4, 6,), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT BINJAI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT BUKIT MINYAK (1 - 5), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT BUKIT MINYAK, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT CIKU (1 - 5), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT CIKU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT DAMAI (1 -7), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT GASING, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT HARMONI 1, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT HARMONI, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT IMPIAN INDAH (1 - 3), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT INDAH (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT JANGGUS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT KANCIL (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT KANCIL, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT KEKWA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT KERJASAMA 4, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT KERJASAMA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT MAJU JAYA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT MAJU, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT MANGGIS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT MERTAJAM, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT MUHIBBAH (1 - 7), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT NANGKA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT NENAS, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT PERPADUAN 2, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT PERUSAHAAN UTAMA (1 - 2), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT RUSA (1 - 7), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT SENTOSA, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT SEPAKAT 2, 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT TEMBIKAI (2, 4), 14000, BUKIT MERTAJAM, PULAU PINANG"
"TINGKAT TENANG (2, 4), 14000, BUKIT MERTAJAM, PULAU PINANG"
"PETI SURAT, 14007, BUKIT MERTAJAM, PULAU PINANG"
"BEG BERKUNCI, 14009, BUKIT MERTAJAM, PULAU PINANG"
"BUKIT MINYAK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"BUKIT SEBELAH, 14020, BUKIT MERTAJAM, PULAU PINANG"
"BUKIT THE, 14020, BUKIT MERTAJAM, PULAU PINANG"
"JALAN GAJAH MATI, 14020, BUKIT MERTAJAM, PULAU PINANG"
"JALAN JAMBU (1 - 7), 14020, BUKIT MERTAJAM, PULAU PINANG"
"JALAN KULIM, 14020, BUKIT MERTAJAM, PULAU PINANG"
"JALAN MACHANG BUBOK (3, 4), 14020, BUKIT MERTAJAM, PULAU PINANG"
"JALAN MACHANG BUBOK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"JALAN MACHANG MANIS, 14020, BUKIT MERTAJAM, PULAU PINANG"
"JALAN TENGAH MACHANG BUBOK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG BARU ALMA, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG BERANGAN SEMBILAN, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG BERANGAN, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG BUKIT TEH, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG KOVIL, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG NYIOR BUKIT TEH, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KAMPUNG SUNGAI LEMBU, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KEBUN SIREH, 14020, BUKIT MERTAJAM, PULAU PINANG"
"KEM MACHANG BUBOK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"LORONG JAMBU 1, 14020, BUKIT MERTAJAM, PULAU PINANG"
"LORONG MACHANG BUBOK (1 - 52), 14020, BUKIT MERTAJAM, PULAU PINANG"
"LORONG MACHANG MANIS (2 - 10), 14020, BUKIT MERTAJAM, PULAU PINANG"
"LORONG SERI REMIA (1, 2, 3 & 9), 14020, BUKIT MERTAJAM, PULAU PINANG"
"LORONG USAHANIAGA, 14020, BUKIT MERTAJAM, PULAU PINANG"
"MACHANG BUBOK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"PADANG LALANG, 14020, BUKIT MERTAJAM, PULAU PINANG"
"PAGAR TERAS, 14020, BUKIT MERTAJAM, PULAU PINANG"
"SOLOK TEMBIKAI, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BERJAYA INDAH, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN BIDARA, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN INDUSTRI, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN JAMBU, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN KUARI, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MACANG BUBUK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MACHANG BUBUK, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN MACHANG MANIS, 14020, BUKIT MERTAJAM, PULAU PINANG"
"TAMAN SRI REMIA, 14020, BUKIT MERTAJAM, PULAU PINANG"
"ASAS JAYA, 14100, SIMPANG AMPAT, PULAU PINANG"
"ASAS PARADE, 14100, SIMPANG AMPAT, PULAU PINANG"
"BAGAN BUKIT TAMBUN, 14100, SIMPANG AMPAT, PULAU PINANG"
"BAGAN NYIOR, 14100, SIMPANG AMPAT, PULAU PINANG"
"BANDAR CASSIA BATU KAWAN, 14100, SIMPANG AMPAT, PULAU PINANG"
"BANDAR TASEK MUTIARA, 14100, SIMPANG AMPAT, PULAU PINANG"
"BUKIT KECIL JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"BUKIT KECIL UJONG, 14100, SIMPANG AMPAT, PULAU PINANG"
"BUKIT NYIOR JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"BUKIT TAMBUN, 14100, SIMPANG AMPAT, PULAU PINANG"
"DATARAN SERI IMPIAN, 14100, SIMPANG AMPAT, PULAU PINANG"
"DESA CEMPAKA, 14100, SIMPANG AMPAT, PULAU PINANG"
"DESA JURU INDAH, 14100, SIMPANG AMPAT, PULAU PINANG"
"DESA TANJUNG, 14100, SIMPANG AMPAT, PULAU PINANG"
"HALA PERWIRA, 14100, SIMPANG AMPAT, PULAU PINANG"
"IKS BUKIT MINYAK, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN 6 BERSEBELAHAN TAMAN JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN ASAS MURNI 1, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN ASAS MURNI, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BARU, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BATU KAWAN 1, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BATU KAWAN, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BELIBIS, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BESAR BUKIT TAMBUN, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BESAR KAMPUNG JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BESAR PERMATANG TINGGI, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BESAR SIMPANG AMPAT, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BESAR TAMAN MARKISAH, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BESAR TEMPUA, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BESAR TIONG MAS, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BUKIT MINYAK 2, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BUKIT MINYAK UTAMA, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BUKIT TAMBUN JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BUKIT TAMBUN PANTHAU, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN BUKIT TAMBUN, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN CALLISSIA, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN CEGAR 1, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN CEGAR, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN CEMPAKA (2, 3), 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN CENDANA PERMAI 2, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN DEDAUN (1 - 2), 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN DELIMA (1 - 2), 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN DELIMA, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN DESA JURU 1, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN DESA JURU, 14100, SIMPANG AMPAT, PULAU PINANG"
"JALAN DUKU (5, 7, 9, 11), 14100, SIMPANG AMPAT, PULAU PINANG"
