address
"JALAN KELAB, 35000, TAPAH, PERAK"
"JALAN PANDAN 5, PANDAN JAYA, 55100, AMPANG, SELANGOR"
"JALAN PANDAN ILMU, 55100, AMPANG, SELANGOR"
"LORONG CP5/39, TMN CHERAS PERDANA, BT 9 3/4, 43200, CHERAS, SELANGOR"
"JALAN 13A, AMPANG JAYA, 68000, AMPANG, SELANGOR"
"TAMAN BUKIT INDAH, 68000, AMPANG, SELANGOR"
"JALAN 3/13, TAMAN CHERAS JAYA, BALAKONG, 43200, CHERAS, SELANGOR"
"KM22, JALAN CHERAS, 43000, KAJANG, SELANGOR"
"BANDAR BARU AMPANG, 68000, AMPANG, SELANGOR"
"JALAN SUNGAI LONG, BANDAR SUNGAI LONG, 43000, KAJANG, SELANGOR"
"JALAN 4/10 SEKSYEN 4, 43650, BANDAR BARU BANGI, SELANGOR"
"JALAN AMAN 1, TAMAN KAJANG UTAMA, 43000, KAJANG, SELANGOR"
"JALAN KP 3/1, KAJANG PRIMA, 43000, KAJANG, SELANGOR"
"KM 17, JALAN HULU LANGAT, 43100, HULU LANGAT, SELANGOR"
"JALAN KESUMA 7/1, BANDAR TASIK KESUMA, 43700, BERANANG, SELANGOR"
"JALAN  DAMAI PERDANA 2, CHERAS (HULU LANGAT), 56000, KUALA LUMPUR, SELANGOR"
"PERSIARAN SUADAMAI, BANDAR TUN HUSSEIN ONN, 43200, CHERAS, SELANGOR"
"JALAN PANDAN MEWAH 1, PANDAN MEWAH, 55100, KUALA LUMPUR, SELANGOR"
"SEKSYEN 5, BANDAR RINCHING, 43500, SEMENYIH, SELANGOR"
"PERSIARAN SERI PUTRA 1, BANDAR SERI PUTRA, 43000, KAJANG, SELANGOR"
"JALAN DESA SERDANG 10, TAMAN DESA SERDANG, 43300, SERI KEMBANGAN, SELANGOR"
"SUNGAI RAMAL, 43000, KAJANG, SELANGOR"
"JALAN KOLAM AIR, 44000, KUALA KUBU BHARU, SELANGOR"
"FELDA KG. SOEHARTO, 44010, KUALA KUBU BHARU, SELANGOR"
"KG. SUNGAI CHOH, 48000, RAWANG, SELANGOR"
"JALAN RUMAH MURAH KALUMPANG, 44100, KERLING, SELANGOR"
"KAMPUNG GEDANGSA, 44020, KUALA KUBU BHARU, SELANGOR"
"BANDAR BARU BUKIT SENTOSA, 48300, RAWANG, SELANGOR"
"HULU YAM BHARU, 44300, BATANG KALI, SELANGOR"
"JALAN HAMZAH, 44000, KUALA KUBU BHARU, SELANGOR"
"SEKSYEN 3, BANDAR UTAMA BATANG KALI, 44300, BATANG KALI, SELANGOR"
"BANDAR SUNGAI BUAYA, 48010, RAWANG, SELANGOR"
"BUKIT BERUNTUNG, 48300, RAWANG, SELANGOR"
"JALAN CEMPAKA, 48200, SERENDAH, SELANGOR"
"JALAN ANGGERIK 4, BANDAR BARU BUKIT SENTOSA 7, 48300, RAWANG, SELANGOR"
"JALAN RAJA CHULAN, 45200, SABAK BERNAM, SELANGOR"
"JALAN BESAR, 45100, SUNGAI AIR TAWAR, SELANGOR"
"JALAN PEGAWAI, 45300, SUNGAI BESAR, SELANGOR"
"JALAN BESAR, PEKAN BAGAN TERAP, 45300, SUNGAI BESAR, SELANGOR"
"JALAN SEKOLAH, PASIR PANJANG, 45400, SEKINCHAN, SELANGOR"
"JALAN SERI SETIA, 53100, GOMBAK, SELANGOR"
"JALAN SUNGAI TUA, 68100, BATU CAVES, SELANGOR"
"JALAN AU4, LEMBAH KERAMAT, 54200, KUALA LUMPUR, SELANGOR"
"KEPONG, SELANGOR, 52100, KUALA LUMPUR, SELANGOR"
"KM 25.6, JALAN IPOH, 48000, RAWANG, SELANGOR"
"JALAN ENGGANG TIMUR 4, 54200, KUALA LUMPUR, SELANGOR"
"TAMAN GREENWOOD, 68100, BATU CAVES, SELANGOR"
"TAMAN SERI GOMBAK, 68100, BATU CAVES, SELANGOR"
"JLN BUKIT IDAMAN, 68100, BATU CAVES, SELANGOR"
"JALAN TAMAN MELAWATI, 53100, KUALA LUMPUR, SELANGOR"
"JALAN SUNGAI TUA, 68100, BATU CAVES, SELANGOR"
"KG. SUNGAI KERTAS, 68100, BATU CAVES, SELANGOR"
"JALAN AU4, LEMBAH KERAMAT, 54200, KUALA LUMPUR, SELANGOR"
"JALAN 29, SELAYANG BARU, 68100, BATU CAVES, SELANGOR"
"KM 11, JALAN GOMBAK, 53100, KUALA LUMPUR, SELANGOR"
"BANDAR COUNTRY HOMES, 48000, RAWANG, SELANGOR"
"BANDAR TASIK PUTERI, 48000, RAWANG, SELANGOR"
"JALAN BRP 7/1, BUKIT RAHMAN PUTRA, 47000, SUNGAI BULOH, SELANGOR"
"KAMPUNG MELAYU SRI KUNDANG, 48020, RAWANG, SELANGOR"
"JALAN DESA JAYA, BANDAR COUNTRY HOMES, 48000, RAWANG, SELANGOR"
"JALAN HOSPITAL, 47000, SUNGAI BULOH, SELANGOR"
"TAMAN TUN PERAK, 48000, RAWANG, SELANGOR"
"BATU 14 JALAN PUCHONG, 47100, PUCHONG, SELANGOR"
"JALAN SS3 / 98, 47300, PETALING JAYA, SELANGOR"
"JALAN BUNGA MAWAR 2/5, 40000, SHAH ALAM, SELANGOR"
"JALAN SS14/6, 47500, SUBANG JAYA, SELANGOR"
"KM. 26, SG. PLONG, 47000, SUNGAI BULOH, SELANGOR"
"TAMAN SRI SERDANG, 43300, SERI KEMBANGAN, SELANGOR"
"KM 12, JLN KLANG LAMA, 46000, PETALING JAYA, SELANGOR"
"JALAN SS 22A/1, PETALING JAYA, 47400, PETALING JAYA, SELANGOR"
"BATU 8, JALAN PUCHONG, 47100, PUCHONG, SELANGOR"
"JALAN HALIA 16/8, SEKSYEN 16, 40200, SHAH ALAM, SELANGOR"
"JALAN SS 20/21, DAMANSARA UTAMA, 47400, PETALING JAYA, SELANGOR"
"JALAN SENANGIN 17/2A, SEKSYEN 17, 40200, SHAH ALAM, SELANGOR"
"KM 12 JLN KLANG LAMA, 46000, PETALING JAYA, SELANGOR"
"JALAN SS 18/1A, SUBANG JAYA, 47500, SUBANG JAYA, SELANGOR"
"JALAN BAHAGIA SS4, 47301, PETALING JAYA, SELANGOR"
"JLN WAU 11/1, 40000, SHAH ALAM, SELANGOR"
"JLN KELAPA BALI 18/43, 40200, SHAH ALAM, SELANGOR"
"JALAN USJ 2/5, 47600, UEP SUBANG JAYA, SELANGOR"
"JALAN TIMUN 24/1, 40300, SHAH ALAM, SELANGOR"
"JALAN BRP 1/10A, BANDAR BARU SUNGAI BULOH, 47000, SUNGAI BULOH, SELANGOR"
"JALAN GELORA 19/46, SEKSYEN 19, 40300, SHAH ALAM, SELANGOR"
"JALAN SG. BATU 27/72,SEKSYEN 27, 40400, SHAH ALAM, SELANGOR"
"JALAN SABAR 25/83, TAMAN SRI MUDA, 40400, SHAH ALAM, SELANGOR"
"JALAN 227B/51A, 46100, PETALING JAYA, SELANGOR"
"JALAN SS 17/1 SUBANG JAYA, 47500, SUBANG JAYA, SELANGOR"
"JALAN PJS 7/15, 46150, PETALING JAYA, SELANGOR"
"TAMAN SERI SERDANG, 43300, SERI KEMBANGAN, SELANGOR"
"BATU 13, TAMAN PUCHONG PERDANA, 47150, PETALING, SELANGOR"
"JALAN TENGKU AMPUAN RAHIMAH 9/20, 40100, SHAH ALAM, SELANGOR"
"KAMPUNG MELAYU SUBANG, 40150, SHAH ALAM, SELANGOR"
"1 PINTASAN BANDAR UTAMA, 47800, PETALING JAYA, SELANGOR"
"JALAN USJ4/3, 47600, SUBANG JAYA, SELANGOR"
"JALAN USJ 13/1, 47630, UEP SUBANG JAYA, SELANGOR"
"PERSIARAN KEWAJIPAN, 47610, UEP SUBANG JAYA, SELANGOR"
"PERSIARAN SETIA, USJ12, 47630, UEP SUBANG JAYA, SELANGOR"
"JALAN PU 5  BANDAR    PUCHONG UTAMA, 47100, PUCHONG, SELANGOR"
"JALAN SASTERA U2/1, SEKSYEN U2, SHAH ALAM, 40150, SHAH ALAM, SELANGOR"
"PERSIARAN MAHOGANY,SEKSYEN 10, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR"
"BANDAR KINRARA, 47180, PUCHONG, SELANGOR"
"JALAN TROPICANA SELATAN, 47410, PETALING JAYA, SELANGOR"
"PERSIARAN MERANTI, SEKSYEN 1, 52200, KUALA LUMPUR, SELANGOR"
"JALAN HARMONI, 47640, SUBANG JAYA, SELANGOR"
"PERSIARAN BUKIT UTAMA, BANDAR UTAMA, 47800, PETALING JAYA, SELANGOR"
"JALAN DATARAN UTAMA BANDAR UTAMA, 47800, PETALING JAYA, SELANGOR"
"JALAN BK 5B, BANDAR KINRARA, 47180, PUCHONG, SELANGOR"
"JALAN BK 5A, BANDAR KINRARA, 47180, Puchong, SELANGOR"
"JALAN PLATINUM 7/37, 40000, SHAH ALAM, SELANGOR"
"JLN WAWASAN 2/23, 47160, PUCHONG, SELANGOR"
"NO.2, JALAN SERAMBI U8/21, BUKIT JELUTONG, 40150, SHAH ALAM, SELANGOR"
"NO. 2, JALAN PJU 10/1, DAMANSARA DAMAI, 47830, PETALING JAYA, SELANGOR"
"NO.1, PERSIARAN KUALA LANGAT, SEKSYEN 28, 40400, SHAH ALAM, SELANGOR"
"JALAN CILI BUNGA 24/25 SEKSYEN 24, 40300, SHAH ALAM, SELANGOR"
"JALAN CAMAR 4/1, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR"
"JALAN PIPIT, 47100, PUCHONG, SELANGOR"
"JALAN TEMPUA 3, BANDAR PUCHONG JAYA, 47170, PUCHONG, SELANGOR"
"JALAN BU 1/11, 47800, PETALING JAYA, SELANGOR"
"PERSIARAN PERDANA, 52200, KUALA LUMPUR, SELANGOR"
"JALAN SELAYANG 27/27, 40400, SHAH ALAM, SELANGOR"
"PJU 1A/4, 47301, PETALING JAYA, SELANGOR"
"JALAN NOVA U5/63, SEKSYEN U5, 40150, SHAH ALAM, SELANGOR"
"LOT 65079, PERSIARAN PRIMA UTAMA, TMN PUCHONG PRIMA, 47150, PUCHONG, SELANGOR"
"LESTARI PERDANA, 43300, SERI KEMBANGAN, SELANGOR"
"NO. 6, PERSIARAN SETIA PRIMA, SEKSYEN U13, 40170, SHAH ALAM, SELANGOR"
"SEKSYEN 8, KOTA DAMANSARA, 47810, PETALING JAYA, SELANGOR"
"PERSIARAN ANJUNG SERI, SEKSYEN U8/80, BUKIT JELUTONG TIMUR, 40150, SHAH ALAM, SELANGOR"
"JALAN PJS 5/26, PETALING JAYA, 46000, PETALING JAYA, SELANGOR"
"JALAN PUNCAK JALIL 7, TAMAN PUNCAK JALIL, BANDAR PUTRA PERMAI, 43300, SERI KEMBANGAN, SELANGOR"
"SUNGAI PELEK, 43950, SUNGAI PELEK, SELANGOR"
"BANDAR BARU SALAK TINGGI, 43900, SEPANG, SELANGOR"
"TAMAN DAHLIA, BANDAR BARU SALAK TINGGI, 43900, SEPANG, SELANGOR"
"PERSIARAN TASIK, 63000, CYBERJAYA, SELANGOR"
"PERSIARAN FAUNA 2, ZON FLAGSHIP 2, 63000, CYBERJAYA, SELANGOR"
"PANTAI SEPANG PUTRA, 43950, SUNGAI PELEK, SELANGOR"
"JALAN PP 3A, TAMAN PUTRA PERDANA, 47130, PUCHONG, SELANGOR"
"JALAN MAKTAB, SUNGAI MERAB, 43650, BANDAR BARU BANGI, SELANGOR"
"JALAN RAYA BARAT, 41000, KLANG, SELANGOR"
"1, JALAN NAGASARI 36/10, SEKSYEN 36, 40470, SHAH ALAM, SELANGOR"
"112, JALAN TENGKU KELANA, 41000, KLANG, SELANGOR"
"LOT 161 & 48, JALAN MERU, 41710, KLANG, SELANGOR"
"TAMAN ENG ANN, 41150, KLANG, SELANGOR"
"PERSIARAN RAJA MUDA MUSA, 41200, KLANG, SELANGOR"
"JALAN RAYA BARAT, 41000, KLANG, SELANGOR"
"JALAN PERAK, 41300, KLANG, SELANGOR"
"JALAN PANDAMARAN, 42000, PELABUHAN KLANG, SELANGOR"
"PERSIARAN RAJA MUDA MUSA, 42000, PELABUHAN KLANG, SELANGOR"
"BATU 7, PEKAN MERU, 41050, KLANG, SELANGOR"
"PULAU KETAM, PELABUHAN KLANG, 42940, PELABUHAN KLANG, SELANGOR"
"TELOK DATOK, 42700, BANTING, SELANGOR"
"TELOK DATOK, 42700, BANTING, SELANGOR"
"TANJUNG SEPAT, 42800, TANJONG SEPAT, SELANGOR"
"KAMPUNG SUNGAI MANGGIS, 42700, BANTING, SELANGOR"
"PULAU CAREY, 42960, PULAU CAREY, SELANGOR"
"JALAN DATO' HAMZAH, 45000, KUALA SELANGOR, SELANGOR"
"JALAN SEKOLAH, 45600, BESTARI JAYA, SELANGOR"
"JALAN BOMBA, 45500, TANJONG KARANG, SELANGOR"
"JALAN GEREJA, 43000, KAJANG, SELANGOR"
"JALAN SEMENYIH, 43000, KAJANG, SELANGOR"
"JALAN LOW TI KOK, 43000, KAJANG, SELANGOR"
"JALAN BUKIT, 43000, KAJANG, SELANGOR"
"JALAN BATANG KALI - ULU YAM, 44300, BATANG KALI, SELANGOR"
"JALAN RASATHURAI, 44000, KUALA KUBU BHARU, SELANGOR"
"JALAN  KALABAKAN, 45200, SABAK BERNAM, SELANGOR"
"JLN BESAR, 45300, SUNGAI BESAR, SELANGOR"
"JALAN SEKOLAH, 45400, SEKINCHAN, SELANGOR"
"JALAN FRIM,KEPONG, 52100, KUALA LUMPUR, SELANGOR"
"KM 7, JALAN HULU KELANG, 68000, AMPANG, SELANGOR"
"JALAN 29, SELAYANG BHARU, 68100, BATU CAVES, SELANGOR"
"JALAN KUALA GARING, 48000, RAWANG, SELANGOR"
"BATU ARANG, 48100, RAWANG, SELANGOR"
"JALAN CHANGGAI, 46000, PETALING JAYA, SELANGOR"
"JALAN UTARA, 46200, PETALING JAYA, SELANGOR"
"JALAN 10/3, 46000, PETALING JAYA, SELANGOR"
"JALAN CHANTEK 5/13, 46000, PETALING JAYA, SELANGOR"
"JALAN 14/49, 46100, PETALING JAYA, SELANGOR"
"JALAN 21/37, 46300, PETALING JAYA, SELANGOR"
"JALAN 12/13, 46200, PETALING JAYA, SELANGOR"
"JALAN 5/52, TAMAN PETALING, 46000, PETALING JAYA, SELANGOR"
"JALAN SEKOLAH, 43300, SERI KEMBANGAN, SELANGOR"
"PEKAN SUNGAI PELEK, 43950, SG.PELEK, SELANGOR"
"PEJABAT POS DENGKIL, DENGKIL, 43800, DENGKIL, SELANGOR"
"JALAN KOTA RAJA, KG JAWA, 41000, KLANG, SELANGOR"
"JALAN TEPI SUNGAI, SUNGAI BERTIH, 41100, KLANG, SELANGOR"
"KAMPUNG BUKIT CHERAKAH, 41050, KLANG, SELANGOR"
"KM. 39, KANCHONG DARAT, 42700, BANTING, SELANGOR"
"SUNGAI MANGGIS, 42700, BANTING, SELANGOR"
"JERAM, 45800, KUALA SELANGOR, SELANGOR"
"BATU 9 1/2, JALAN BERNAM, 45500, TANJONG KARANG, SELANGOR"
"BATU 10, JALAN CHERAS, 43200, CHERAS, SELANGOR"
"KAMPUNG SG SELISEK, 44020, K.KUBU BHARU, SELANGOR"
"JALAN PAHANG, 44000, KUALA KUBU BHARU, SELANGOR"
"SUNGAI AIR TAWAR, 45100, SABAK BERNAM, SELANGOR"
"JALAN LUBUK PUSING, BAGAN TERAP, 45300, SUNGAI BESAR, SELANGOR"
"JALAN LAMA KUALA SELANGOR, 45300, SUNGAI BESAR, SELANGOR"
"TALI AIR 10 PASIR PANJANG, 45400, SEKINCHAN, SELANGOR"
"KOMPLEKS SEKOLAH AGAMA MUHAMMADIAH PEKAN SABAK, 45200, SABAK BERNAM, SELANGOR"
"JLN KG BARU NELAYAN, 45300, SUNGAI BESAR, SELANGOR"
"BELAKANG MASJID ATTAQWA BT38, 45200, SABAK BERNAM, SELANGOR"
"BATU 16, JALAN IPOH, 48000, RAWANG, SELANGOR"
"PERSIARAN ELMINA, 47000, SUNGAI BULOH, SELANGOR"
"JALAN USJ 5/3A, SUBANG JAYA, 47610, SUBANG JAYA, SELANGOR"
"JALAN CAHAYA 11/7 ,SEKSYEN 11, 40000, SHAH ALAM, SELANGOR"
"SUNGAI MERAB LUAR SEPANG, 43000, KAJANG, SELANGOR"
"BANDAR BARU SALAK TINGGI, 43900, SEPANG, SELANGOR"
"JALAN SEKOLAH OFF JALAN BESAR, 45600, BESTARI JAYA, SELANGOR"
"JALAN SG PUSU, GOMBAK, 53100, KUALA LUMPUR, SELANGOR"
"KM 22 JALAN KUALA SELANGOR, 47000, SUNGAI BULOH, SELANGOR"
"JALAN BATU TIGA, 40300, SHAH ALAM, SELANGOR"
"KOLEJ VOKASIONAL SEPANG, JALAN DENGKIL, 43800, DENGKIL, SELANGOR"
"JALAN SEMENYIH, 43000, KAJANG, SELANGOR"
"KM. 3, PERSIARAN TENGKU AMPUAN RAHIMAH, 41200, KLANG, SELANGOR"
"PETI SURAT 64, JLN KOTA RAJA, KAMPUNG JAWA, 41906, KLANG, SELANGOR"
"PASIR PENAMBANG, 45000, KUALA SELANGOR, SELANGOR"
"JALAN SUNGAI RAMAL LUAR, 43000, KAJANG, SELANGOR"
"BATU 13 JALAN CHERAS, 43000, KAJANG, SELANGOR"
"KAMPUNG SUNGAI APONG, 45100, SG AIR TAWAR, SELANGOR"
"JALAN SG. NIPAH BAROH, SIMPANG LIMA, 45300, SUNGAI BESAR, SELANGOR"
"BANDAR TASIK PUTERI, 48020, RAWANG, SELANGOR"
"BATU 8, JALAN SUNGAI PUSU, GOMBAK, 53100, KUALA LUMPUR, SELANGOR"
"LURAH BILUT, 28800, LURAH BILUT, PAHANG"
"KG LEBU, 28800, LURAH BILUT, PAHANG"
"GOHTONG JAYA, 69000, GENTING HIGHLANDS, PAHANG"
"KAMPUNG BARU, 28700, BENTONG, PAHANG"
"FELDA KG. SERTIK, 28610, KARAK, PAHANG"
"KG SUNGAI DUA, KARAK, 28600, BENTONG, PAHANG"
"JLN KAMPUNG TOK MUDA HAJI MOHAMED, 28600, KARAK, PAHANG"
"KG JAMBU RIAS, 28600, KARAK, PAHANG"
"KAMPUNG JAWI-JAWI, 28740, BENTONG, PAHANG"
"SIMPANG PELANGAI, 28740, BENTONG, PAHANG"
"KG SHAFIE, 28730, BENTONG, PAHANG"
"KAMPONG JANDA BAIK, 28750, BENTONG, PAHANG"
"FELDA MEMPAGA 1, 28600, KARAK, PAHANG"
"FELDA KEMASUL, 28310, TRIANG, PAHANG"
"FELDA MEMPAGA  2, 28600, KARAK, PAHANG"
"KM 52, LEBUHRAYA KL-KARAK, 28750, BENTONG, PAHANG"
"BENUS, 28700, BENTONG, PAHANG"
"FELDA CHEMOMOI, 28310, BANDAR BERA, PAHANG"
"FELDA SUNGAI KEMAHAL, 28320, TRIANG, PAHANG"
"TANAH RATA, 39000, TANAH RATA, PAHANG"
"D/A PEJABAT PENDIDIKAN DAERAH CAMERON HIGHLANDS, 39000, TANAH RATA, PAHANG"
"D/A PEJABAT PENDIDIKAN DAERAH CAMERON HIGHLANDS, 39000, TANAH RATA, PAHANG"
"D/A PEJABAT PENDIDIKAN DAERAH CAMERON HIGHLANDS, 39000, TANAH RATA, PAHANG"
"D/A PEJABAT PENDIDIKAN DAERAH CAMERON HIGHLANDS, 39000, TANAH RATA, PAHANG"
"JALAN BESAR BRINCHANG, 39100, BRINCHANG, PAHANG"
"JALAN BESAR RINGLET KE TANAH RATA, 39200, RINGLET, PAHANG"
"JALAN BESAR KAMPUNG RAJA, 39010, TANAH RATA, PAHANG"
"JALAN DATO' KURNIA BUDIMAN, 27000, JERANTUT, PAHANG"
"KAMPUNG BAHARU, JALAN BENTA, 27000, JERANTUT, PAHANG"
"KAMPUNG DAMAK, 27030, JERANTUT, PAHANG"
"KG TENGAH ULU CHEKA, 27030, JERANTUT, PAHANG"
"JERANTUT FERI, 27150, JERANTUT, PAHANG"
"KM16, JALAN JERANTUT-MARAN, JERANTUT FERI, 27150, JERANTUT, PAHANG"
"JALAN TEMERLOH, 27000, JERANTUT, PAHANG"
"KG BUKIT DINDING, KM 18 JALAN JERANTUT / TEMERLOH, 27000, JERANTUT, PAHANG"
"KG. GINTONG, 27000, JERANTUT, PAHANG"
"FELDA JENGKA 24, 26400, JENGKA, PAHANG"
"KAMPUNG DURIAN HIJAU, 27090, JERANTUT, PAHANG"
"KG BUKIT NIKMAT, JALAN PULAU TAWAR, 27090, JERANTUT, PAHANG"
"KM19-KG BUKIT RANG, 27050, JERANTUT, PAHANG"
"KAMPUNG PERIAN, 27050, JERANTUT, PAHANG"
"FELDA SUNGAI TEKAM, 27070, JERANTUT, PAHANG"
"KAMPUNG PULAU MANSOK, 27000, JERANTUT, PAHANG"
"KM6 JALAN TEMBELING, 27000, JERANTUT, PAHANG"
"KUALA TEMBELING, 27020, JERANTUT, PAHANG"
"KAMPUNG PASIR DURIAN, 27020, JERANTUT, PAHANG"
"KAMPUNG CHEBONG, 27000, JERANTUT, PAHANG"
"KAMPUNG MERTING, 27000, JERANTUT, PAHANG"
"PETI SURAT NO 16 PEJABAT POS JERANTUT, 27000, JERANTUT, PAHANG"
"KAMPUNG PAGI, ULU TEMBELING, 27020, JERANTUT, PAHANG"
"KG. KUALA SAT, ULU TEMBELING, 27020, JERANTUT, PAHANG"
"ULU TEMBELING, 27020, JERANTUT, PAHANG"
"JALAN ULU TEMBELING, 27020, JERANTUT, PAHANG"
"ULU TEMBELING, 27020, JERANTUT, PAHANG"
"PADANG PIOL, 27040, JERANTUT, PAHANG"
"FELDA SG TEKAM UTARA, 27060, JERANTUT, PAHANG"
"FELDA KOTA GELANGGI 01, 27000, JERANTUT, PAHANG"
"JALAN JELAWAT, FELDA SUNGAI RETANG, 27000, JERANTUT, PAHANG"
"FELDA KOTA GELANGGI 02, 27000, JERANTUT, PAHANG"
"FELDA KOTA GELANGGI 3, 27000, JERANTUT, PAHANG"
"PUSAT PENYELIDIKAN PERTANIAN TUN RAZAK, 27000, JERANTUT, PAHANG"
"JALAN BENTA, 27030, JERANTUT, PAHANG"
"SUNGAI KIOL, 27000, JERANTUT, PAHANG"
"KM 4, KG. TEMIN, 27000, JERANTUT, PAHANG"
"FELDA JENGKA 25, 26400, BANDAR JENGKA, PAHANG"
"JALAN SUNGAI JAN, 27000, JERANTUT, PAHANG"
"KM1, JALAN JERANTUT - BENTA, 27000, JERANTUT, PAHANG"
"WAKIL POS LEPAR UTARA 3, 27000, JERANTUT, PAHANG"
"MELA, 27010, JERANTUT, PAHANG"
"KAMPUNG KUALA TELANG, 27200, KUALA LIPIS, PAHANG"
"BUKIT BETONG, 27200, KUALA LIPIS, PAHANG"
"KAMPONG KELEDEK, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG AUR GADING, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG MERAPOH, 27210, KUALA LIPIS, PAHANG"
"BATU 6, PENJOM, 27200, KUALA LIPIS, PAHANG"
"FELDA KECAU 1, 27100, PADANG TENGKU, PAHANG"
"BENTA, 27300, BENTA, PAHANG"
"KAMPUNG NAPAL, 27310, BENTA, PAHANG"
"KAMPUNG CHAT, 27310, BENTA, PAHANG"
"KAMPUNG KEMAHANG, 27310, BENTA, PAHANG"
"TANJONG BESAR, 27310, BENTA, PAHANG"
"KAMPUNG JERANSANG, 27310, KUALA LIPIS, PAHANG"
"KAMPUNG PAGAR SASAK, 27200, KUALA LIPIS, PAHANG"
"PETI SURAT  15,  SUNGAI KOYAN, 27650, KUALA LIPIS, PAHANG"
"KUALA MEDANG, 27600, RAUB, PAHANG"
"JALAN DATO MAHMUD, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG  RELONG, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG BERCHANG, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG LUBOK KULIT, 27100, PADANG TENGKU, PAHANG"
"JALAN SEKOLAH, 27100, KUALA LIPIS, PAHANG"
"KAMPUNG KECHOR TUI, PADANG TENGKU, 27100, KUALA LIPIS, PAHANG"
"PADANG TENGKU, 27100, KUALA LIPIS, PAHANG"
"KAMPUNG KUALA LANAR, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG JERAM BUNGOR, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG JERAM LANDAK, 27010, JERANTUT, PAHANG"
"KAMPUNG KUALA KENONG, 27200, KUALA LIPIS, PAHANG"
"WAKIL POS KERAMBIT, 27200, KUALA LIPIS, PAHANG"
"JALAN KETUALANG,FELDA SUNGAI KOYAN 1, 27650, RAUB, PAHANG"
"KAMPUNG CHEGAR PERAH, 27200, KUALA LIPIS, PAHANG"
"FELDA CHEGAR PERAH, 27200, KUALA LIPIS, PAHANG"
"BATU 13, BENTA, 27300, BENTA, PAHANG"
"PETI SURAT 30, PEJABAT POS SUNGAI KOYAN, 27650, RAUB, PAHANG"
"D/A PEJABAT PELAJARAN DAERAH LIPIS, 27200, KUALA LIPIS, PAHANG"
"D/A PEJABAT PENDIDIKAN DAERAH LIPIS, 27200, KUALA LIPIS, PAHANG"
"PETI SURAT 26. POS SUNGAI KOYAN, 27650, RAUB, PAHANG"
"D/A PEJABAT PELAJARAN DAERAH LIPIS, 27200, KUALA LIPIS, PAHANG"
"PETI SURAT 25 PEJABAT POS SUNGAI KOYAN, 27657, RAUB, PAHANG"
"KAMPUNG BATU 9, 27200, KUALA LIPIS, PAHANG"
"KM 6 JALAN LIPIS-PADANG TENGKU, 27200, KUALA LIPIS, PAHANG"
"KAMPUNG TELUK GUNUNG, 27210, KUALA LIPIS, PAHANG"
"WAKIL POS MELA, 27010, JERANTUT, PAHANG"
"JALAN GAMBUT, 25000, KUANTAN, PAHANG"
"JALAN BESERAH, 25250, KUANTAN, PAHANG"
"KAMPUNG BUGIS, 26100, KUANTAN, PAHANG"
"JALAN KUANTAN-KEMAMAN, 26100, KUANTAN, PAHANG"
"JLN KUANTAN-KEMAMAN, 26080, KUANTAN, PAHANG"
"JALAN KEMAMAN, 26100, KUANTAN, PAHANG"
"KUANTAN-KEMAMAN, 26080, KUANTAN, PAHANG"
"JALAN SUNGAI LEMBING, 25200, KUANTAN, PAHANG"
"JALAN SUNGAI LEMBING, 26090, KUANTAN, PAHANG"
"JALAN SUNGAI LEMBING, 26200, KUANTAN, PAHANG"
"JALAN GAMBANG, 25150, KUANTAN, PAHANG"
"KAMPUNG PERMATANG BADAK, 25150, KUANTAN, PAHANG"
"JALAN GAMBANG, 25150, KUANTAN, PAHANG"
"TANJUNG LUMPUR, 26060, KUANTAN, PAHANG"
"KG.KEMPADANG, 25150, KUANTAN, PAHANG"
"KUALA PENOR, 25150, KUANTAN, PAHANG"
"KG CHEROK PALOH, 26060, KUANTAN, PAHANG"
"KG. UBAI, 26610, KUANTAN, PAHANG"
"KAMPUNG SERI DAMAI, 25150, KUANTAN, PAHANG"
"JALAN SUNGAI LEMBING, 26200, KUANTAN, PAHANG"
"(LKTP) BUKIT GOH, 26050, KUANTAN, PAHANG"
"FELDA BUKIT SAGU 1, 26130, KUANTAN, PAHANG"
"FELDA LEPAR HILIR 2, JALAN GAMBANG, 26300, GAMBANG, PAHANG"
"FELDA LEPAR UTARA 01, 26400, BANDAR JENGKA, PAHANG"
"(FELDA) SUNGAI PANCHING UTARA, 26250, KUANTAN, PAHANG"
"FELDA PANCHING SELATAN, 26010, KUANTAN, PAHANG"
"KG ALOR BATU JABOR, 26150, KUANTAN, PAHANG"
"FELDA BUKIT KUANTAN, 26130, KUANTAN, PAHANG"
"FELDA SG. PANCHING TIMUR, 26140, KUANTAN, PAHANG"
"BUKIT SEKILAU, 25200, KUANTAN, PAHANG"
"JALAN SUNGAI LEMBING, 26180, KUANTAN, PAHANG"
"FELDA  LEPAR HILIR 1, 26310, KUANTAN, PAHANG"
