mukim,state_id,district,state,postcode,locality
,,SHAH ALAM,SELANGOR,40300,JALAN BATAS SATU 19/6A
,,SHAH ALAM,SELANGOR,40300,JALAN BAWANG 24/33
,,SHAH ALAM,SELANGOR,40300,JALAN BAWANG BESAR 24/35
,,SHAH ALAM,SELANGOR,40300,JALAN BAWANG DUA 24/33B
,,SHAH ALAM,SELANGOR,40300,JALAN BAWANG MERAH 24/36
,,SHAH ALAM,SELANGOR,40300,JALAN BAWANG PUTIH 24/34
,,SHAH ALAM,SELANGOR,40300,JALAN BAWANG SATU 24/33A
,,SHAH ALAM,SELANGOR,40300,JALAN BAWANG TIGA 24/33C
,,SHAH ALAM,SELANGOR,40300,JALAN BAYAM 24/3
,,SHAH ALAM,SELANGOR,40300,JALAN BAYAM DUA 24/3B
,,SHAH ALAM,SELANGOR,40300,JALAN BAYAM EMPAT 24/3D
,,SHAH ALAM,SELANGOR,40300,JALAN BAYAM MERAH 24/2
,,SHAH ALAM,SELANGOR,40300,JALAN BAYAM PASIR 24/4
,,SHAH ALAM,SELANGOR,40300,JALAN BAYAM SATU 24/3A
,,SHAH ALAM,SELANGOR,40300,JALAN BAYAM TIGA 24/3C
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG 20/7
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG DUA 20/7B
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG EMPAT 20/7D
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG ENAM 20/7F
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG LIMA 20/7E
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG SATU 20/7A
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG TIGA 20/7C
,,SHAH ALAM,SELANGOR,40300,JALAN BELALANG TUJUH 20/7G
,,SHAH ALAM,SELANGOR,40300,JALAN BELANJA 23/10
,,SHAH ALAM,SELANGOR,40300,JALAN BELAT 19/32
,,SHAH ALAM,SELANGOR,40300,JALAN BELAT DUA 19/32B
,,SHAH ALAM,SELANGOR,40300,JALAN BELAT SATU 19/32A
,,SHAH ALAM,SELANGOR,40300,JALAN BELAT TIGA 19/32C
,,SHAH ALAM,SELANGOR,40300,JALAN BENDI 24/15
,,SHAH ALAM,SELANGOR,40300,JALAN BENDI DUA 24/15B
,,SHAH ALAM,SELANGOR,40300,JALAN BENDI SATU 24/15A
,,SHAH ALAM,SELANGOR,40300,JALAN BIAPUH 20/10
,,SHAH ALAM,SELANGOR,40300,JALAN BIDUK 19/34
,,SHAH ALAM,SELANGOR,40300,JALAN BINGKA 22/1
,,SHAH ALAM,SELANGOR,40300,JALAN BONUS 23/7
,,SHAH ALAM,SELANGOR,40300,JALAN BONUS SATU 23/7A
,,SHAH ALAM,SELANGOR,40300,JALAN BUBU 19/27
,,SHAH ALAM,SELANGOR,40300,JALAN BUDIMAN 22/3
,,SHAH ALAM,SELANGOR,40300,JALAN BURSA 23/4
,,SHAH ALAM,SELANGOR,40300,JALAN CANGKUL 19/3
,,SHAH ALAM,SELANGOR,40300,JALAN CEKUR MANIS 24/12
,,SHAH ALAM,SELANGOR,40300,JALAN CHENGKEREK SATU 20/43A
,,SHAH ALAM,SELANGOR,40300,JALAN CILI 24/28
,,SHAH ALAM,SELANGOR,40300,JALAN CILI BUNGA 24/25
,,SHAH ALAM,SELANGOR,40300,JALAN CILI DUA 24/28B
,,SHAH ALAM,SELANGOR,40300,JALAN CILI EMPAT 24/28D
,,SHAH ALAM,SELANGOR,40300,JALAN CILI ENAM 24/28F
,,SHAH ALAM,SELANGOR,40300,JALAN CILI HIJAU 24/27
,,SHAH ALAM,SELANGOR,40300,JALAN CILI LIMA 24/28E
,,SHAH ALAM,SELANGOR,40300,JALAN CILI MERAH 24/26
,,SHAH ALAM,SELANGOR,40300,JALAN CILI PADI 24/24
,,SHAH ALAM,SELANGOR,40300,JALAN CILI SATU 24/28A
,,SHAH ALAM,SELANGOR,40300,JALAN CILI TIGA 24/28C
,,SHAH ALAM,SELANGOR,40300,JALAN CUBAN 19/20
,,SHAH ALAM,SELANGOR,40300,JALAN DAGANGAN 23/12
,,SHAH ALAM,SELANGOR,40300,JALAN DAYUNG 19/40
,,SHAH ALAM,SELANGOR,40300,JALAN DIVIDEN 23/6
,,SHAH ALAM,SELANGOR,40300,JALAN DIVIDEN DUA 23/6B
,,SHAH ALAM,SELANGOR,40300,JALAN DIVIDEN SATU 23/6A
,,SHAH ALAM,SELANGOR,40300,JALAN DIVIDEN TIGA 23/6C
,,SHAH ALAM,SELANGOR,40300,JALAN GAJAH 20/21
,,SHAH ALAM,SELANGOR,40300,JALAN GELORA 19/46
,,SHAH ALAM,SELANGOR,40300,JALAN GEMBALA 19/9
,,SHAH ALAM,SELANGOR,40300,JALAN GEMBALA DUA 19/9B
,,SHAH ALAM,SELANGOR,40300,JALAN GEMBALA EMPAT 19/9D
,,SHAH ALAM,SELANGOR,40300,JALAN GEMBALA LIMA 19/9E
,,SHAH ALAM,SELANGOR,40300,JALAN GEMBALA SATU 19/9A
,,SHAH ALAM,SELANGOR,40300,JALAN GEMBALA TIGA 19/9C
,,SHAH ALAM,SELANGOR,40300,JALAN GETI 24/16
,,SHAH ALAM,SELANGOR,40300,JALAN HALUAN 19/47
,,SHAH ALAM,SELANGOR,40300,JALAN JALA 19/17
,,SHAH ALAM,SELANGOR,40300,JALAN JARING 19/37
,,SHAH ALAM,SELANGOR,40300,JALAN JONG 19/49
,,SHAH ALAM,SELANGOR,40300,JALAN JORAN 19/24
,,SHAH ALAM,SELANGOR,40300,JALAN JORAN DUA 19/24B
,,SHAH ALAM,SELANGOR,40300,JALAN JORAN EMPAT 19/24D
,,SHAH ALAM,SELANGOR,40300,JALAN JORAN SATU 19/24A
,,SHAH ALAM,SELANGOR,40300,JALAN JORAN TIGA 19/24C
,,SHAH ALAM,SELANGOR,40300,JALAN JUBLI PERAK 22/1
,,SHAH ALAM,SELANGOR,40300,JALAN KAIL 19/33
,,SHAH ALAM,SELANGOR,40300,JALAN KAIL SATU 19/33A
,,SHAH ALAM,SELANGOR,40300,JALAN KANCIL 20/17
,,SHAH ALAM,SELANGOR,40300,JALAN KANGKONG 24/6
,,SHAH ALAM,SELANGOR,40300,JALAN KANGKONG PUTERI 24/7
,,SHAH ALAM,SELANGOR,40300,JALAN KANGKUNG PUTERI DUA 24/7B
,,SHAH ALAM,SELANGOR,40300,JALAN KANGKUNG PUTERI SATU 24/7A
,,SHAH ALAM,SELANGOR,40300,JALAN KEMAJUAN 22/4
,,SHAH ALAM,SELANGOR,40300,JALAN KEMUDI 19/38
,,SHAH ALAM,SELANGOR,40300,JALAN KEMUDI SATU 19/38A
,,SHAH ALAM,SELANGOR,40300,JALAN KEPUK 19/2
,,SHAH ALAM,SELANGOR,40300,JALAN KEPUK DUA 19/2B
,,SHAH ALAM,SELANGOR,40300,JALAN KEPUK EMPAT 19/2D
,,SHAH ALAM,SELANGOR,40300,JALAN KEPUK LIMA 19/2E
,,SHAH ALAM,SELANGOR,40300,JALAN KEPUK SATU 19/2A
,,SHAH ALAM,SELANGOR,40300,JALAN KEPUK TIGA 19/2C
,,SHAH ALAM,SELANGOR,40300,JALAN KESUM 24/17
,,SHAH ALAM,SELANGOR,40300,JALAN KESUM DUA 24/17B
,,SHAH ALAM,SELANGOR,40300,JALAN KESUM SATU 24/17A
,,SHAH ALAM,SELANGOR,40300,JALAN KIJANG 20/5
,,SHAH ALAM,SELANGOR,40300,JALAN KIJANG DUA 20/5B
,,SHAH ALAM,SELANGOR,40300,JALAN KIJANG SATU 20/5A
,,SHAH ALAM,SELANGOR,40300,JALAN KOBIS BUNGA 24/29
,,SHAH ALAM,SELANGOR,40300,JALAN KOLEK 19/29
,,SHAH ALAM,SELANGOR,40300,JALAN KUBIS 24/30
,,SHAH ALAM,SELANGOR,40300,JALAN KUBIS DUA 24/30B
,,SHAH ALAM,SELANGOR,40300,JALAN KUBIS EMPAT 24/30D
,,SHAH ALAM,SELANGOR,40300,JALAN KUBIS SATU 24/30A
,,SHAH ALAM,SELANGOR,40300,JALAN KUBIS TIGA 24/30C
,,SHAH ALAM,SELANGOR,40300,JALAN KUDA 20/14
,,SHAH ALAM,SELANGOR,40300,JALAN KUDA DUA 20/14B
,,SHAH ALAM,SELANGOR,40300,JALAN KUDA SATU 20/14A
,,SHAH ALAM,SELANGOR,40300,JALAN KUNANG-KUNANG 20/8
,,SHAH ALAM,SELANGOR,40300,JALAN LABA 23/14
,,SHAH ALAM,SELANGOR,40300,JALAN LABA DUA 23/14B
,,SHAH ALAM,SELANGOR,40300,JALAN LABA SATU 23/14A
,,SHAH ALAM,SELANGOR,40300,JALAN LABA TIGA 23/14C
,,SHAH ALAM,SELANGOR,40300,JALAN LABAH-LABAH 20/15
,,SHAH ALAM,SELANGOR,40300,JALAN LABU 24/10
,,SHAH ALAM,SELANGOR,40300,JALAN LABU AIR 24/9
,,SHAH ALAM,SELANGOR,40300,JALAN LABU DUA 24/10B
,,SHAH ALAM,SELANGOR,40300,JALAN LABU EMPAT 24/10D
,,SHAH ALAM,SELANGOR,40300,JALAN LABU LIMA 24/10E
,,SHAH ALAM,SELANGOR,40300,JALAN LABU SATU 24/10A
,,SHAH ALAM,SELANGOR,40300,JALAN LABU TIGA 24/10C
,,SHAH ALAM,SELANGOR,40300,JALAN LADING 19/45
,,SHAH ALAM,SELANGOR,40300,JALAN LADUNG 19/28
,,SHAH ALAM,SELANGOR,40300,JALAN LANDAK 20/13
,,SHAH ALAM,SELANGOR,40300,JALAN LANDAK DUA 20/13B
,,SHAH ALAM,SELANGOR,40300,JALAN LANDAK EMPAT 20/13D
,,SHAH ALAM,SELANGOR,40300,JALAN LANDAK ENAM 20/13F
,,SHAH ALAM,SELANGOR,40300,JALAN LANDAK LIMA 20/13E
,,SHAH ALAM,SELANGOR,40300,JALAN LANDAK SATU 20/13A
,,SHAH ALAM,SELANGOR,40300,JALAN LANDAK TIGA 20/13C
,,SHAH ALAM,SELANGOR,40300,JALAN LAYAR 19/35
,,SHAH ALAM,SELANGOR,40300,JALAN LAYAR DUA 19/35B
,,SHAH ALAM,SELANGOR,40300,JALAN LAYAR SATU 19/35A
,,SHAH ALAM,SELANGOR,40300,JALAN LESUNG 19/18
,,SHAH ALAM,SELANGOR,40300,JALAN LOBAK 24/19
,,SHAH ALAM,SELANGOR,40300,JALAN LOBAK MERAH 24/20
,,SHAH ALAM,SELANGOR,40300,JALAN LOBAK PUTIH 24/21
,,SHAH ALAM,SELANGOR,40300,JALAN LUKAH 19/22
,,SHAH ALAM,SELANGOR,40300,JALAN MEMERANG 20/18
,,SHAH ALAM,SELANGOR,40300,JALAN MODAL 23/2
,,SHAH ALAM,SELANGOR,40300,JALAN NAPUH 20/10
,,SHAH ALAM,SELANGOR,40300,JALAN NELAYAN 19/15
,,SHAH ALAM,SELANGOR,40300,JALAN NELAYAN A 19/A
,,SHAH ALAM,SELANGOR,40300,JALAN NELAYAN B 19/B
,,SHAH ALAM,SELANGOR,40300,JALAN NELAYAN C 19/C
,,SHAH ALAM,SELANGOR,40300,JALAN NELAYAN D 19/D
,,SHAH ALAM,SELANGOR,40300,JALAN NELAYAN E 19/E
,,SHAH ALAM,SELANGOR,40300,JALAN NELAYAN F 19/F
,,SHAH ALAM,SELANGOR,40300,JALAN NYIRU 19/5
,,SHAH ALAM,SELANGOR,40300,JALAN NYIRU DUA 19/5B
,,SHAH ALAM,SELANGOR,40300,JALAN NYIRU SATU 19/5A
,,SHAH ALAM,SELANGOR,40300,JALAN PAKANIRA SATU 23/12A
,,SHAH ALAM,SELANGOR,40300,JALAN PAKIS 24/37
,,SHAH ALAM,SELANGOR,40300,JALAN PAKIS 24/37A
,,SHAH ALAM,SELANGOR,40300,JALAN PAKIS 24/37B
,,SHAH ALAM,SELANGOR,40300,JALAN PAKIS 24/38
,,SHAH ALAM,SELANGOR,40300,JALAN PAKIS 24/38B
,,SHAH ALAM,SELANGOR,40300,JALAN PANGKALAN 19/50
,,SHAH ALAM,SELANGOR,40300,JALAN PANGKALAN DUA 19/50B
,,SHAH ALAM,SELANGOR,40300,JALAN PANGKALAN SATU 19/50A
,,SHAH ALAM,SELANGOR,40300,JALAN PARANG 19/8
,,SHAH ALAM,SELANGOR,40300,JALAN PARANG DUA 19/8B
,,SHAH ALAM,SELANGOR,40300,JALAN PARANG EMPAT 19/8D
,,SHAH ALAM,SELANGOR,40300,JALAN PARANG SATU 19/8A
,,SHAH ALAM,SELANGOR,40300,JALAN PARANG TIGA 19/8C
,,SHAH ALAM,SELANGOR,40300,JALAN PASARAN 23/5
,,SHAH ALAM,SELANGOR,40300,JALAN PEDATI 19/13
,,SHAH ALAM,SELANGOR,40300,JALAN PEDATI SATU 19/13A
,,SHAH ALAM,SELANGOR,40300,JALAN PEGAGA 24/31
,,SHAH ALAM,SELANGOR,40300,JALAN PELABUR 23/1
,,SHAH ALAM,SELANGOR,40300,JALAN PELABUR A 23/A
,,SHAH ALAM,SELANGOR,40300,JALAN PELABUR B 23/B
,,SHAH ALAM,SELANGOR,40300,JALAN PELAMPUNG 19/26
,,SHAH ALAM,SELANGOR,40300,JALAN PELANDUK 20/19
,,SHAH ALAM,SELANGOR,40300,JALAN PENCAKAR 19/11
,,SHAH ALAM,SELANGOR,40300,JALAN PENGETAM 19/12
,,SHAH ALAM,SELANGOR,40300,JALAN PENYU 20/6
,,SHAH ALAM,SELANGOR,40300,JALAN PERAHU 19/30
,,SHAH ALAM,SELANGOR,40300,JALAN PERDAGANGAN 22/2
,,SHAH ALAM,SELANGOR,40300,JALAN PERIA 24/14
,,SHAH ALAM,SELANGOR,40300,JALAN PERIA DUA 24/14B
,,SHAH ALAM,SELANGOR,40300,JALAN PERIA SATU 24/14A
,,SHAH ALAM,SELANGOR,40300,JALAN PERIA TIGA 24/14C
,,SHAH ALAM,SELANGOR,40300,JALAN PETANI 19/1
,,SHAH ALAM,SELANGOR,40300,JALAN PETOLA DUA 24/8B
,,SHAH ALAM,SELANGOR,40300,JALAN PETOLA EMPAT 24/8D
,,SHAH ALAM,SELANGOR,40300,JALAN PETOLA SATU 24/8A
,,SHAH ALAM,SELANGOR,40300,JALAN PUKAT 19/23
,,SHAH ALAM,SELANGOR,40300,JALAN PUKAT DUA 19/23B
,,SHAH ALAM,SELANGOR,40300,JALAN PUKAT SATU 19/23A
,,SHAH ALAM,SELANGOR,40300,JALAN PUSARA 21/1
,,SHAH ALAM,SELANGOR,40300,JALAN PUSARA DUA 21/1B
,,SHAH ALAM,SELANGOR,40300,JALAN PUSARA EMPAT 21/1D
,,SHAH ALAM,SELANGOR,40300,JALAN PUSARA SATU 21/1A
,,SHAH ALAM,SELANGOR,40300,JALAN PUSARA TIGA 21/1C
,,SHAH ALAM,SELANGOR,40300,JALAN RAKIT 19/48
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA 20/2
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA DUA 20/2B
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA EMPAT 20/2D
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA ENAM 20/2F
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA LIMA 20/2E
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA SATU 20/2A
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA TIGA 20/2C
,,SHAH ALAM,SELANGOR,40300,JALAN RAMA-RAMA TUJUH 20/2G
,,SHAH ALAM,SELANGOR,40300,JALAN RAWAI 19/41
,,SHAH ALAM,SELANGOR,40300,JALAN REBUNG 24/13
,,SHAH ALAM,SELANGOR,40300,JALAN RELUNG 19/44
,,SHAH ALAM,SELANGOR,40300,JALAN RELUNG DUA 19/44B
,,SHAH ALAM,SELANGOR,40300,JALAN RELUNG SATU 19/44A
,,SHAH ALAM,SELANGOR,40300,JALAN RELUNG TIGA 19/44C
,,SHAH ALAM,SELANGOR,40300,JALAN RIANG-RIANG 20/12
,,SHAH ALAM,SELANGOR,40300,JALAN RINGGIT 23/11
,,SHAH ALAM,SELANGOR,40300,JALAN RUSA 20/9
,,SHAH ALAM,SELANGOR,40300,JALAN SAHAM 23/3
,,SHAH ALAM,SELANGOR,40300,JALAN SALAD 24/32
,,SHAH ALAM,SELANGOR,40300,JALAN SAMPAN 19/31
,,SHAH ALAM,SELANGOR,40300,JALAN SANGKAR 19/7
,,SHAH ALAM,SELANGOR,40300,JALAN SANGKAR DUA 19/7B
,,SHAH ALAM,SELANGOR,40300,JALAN SANGKAR SATU 19/7A
,,SHAH ALAM,SELANGOR,40300,JALAN SAUH 19/43
,,SHAH ALAM,SELANGOR,40300,JALAN SAWI 24/18
,,SHAH ALAM,SELANGOR,40300,JALAN SAWI DUA 24/18B
,,SHAH ALAM,SELANGOR,40300,JALAN SAWI EMPAT 24/18D
,,SHAH ALAM,SELANGOR,40300,JALAN SAWI ENAM 24/18F
,,SHAH ALAM,SELANGOR,40300,JALAN SAWI LIMA 24/18E
,,SHAH ALAM,SELANGOR,40300,JALAN SAWI SATU 24/18A
,,SHAH ALAM,SELANGOR,40300,JALAN SAWI TIGA 24/18C
,,SHAH ALAM,SELANGOR,40300,JALAN SENGKUANG 24/23
,,SHAH ALAM,SELANGOR,40300,JALAN SERIGALA 20/20
,,SHAH ALAM,SELANGOR,40300,JALAN SERKAP 19/42
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA A 20/A
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA B 20/B
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA C 20/C
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA D 20/D
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA E 20/E
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA F 20/F
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA G 20/G
,,SHAH ALAM,SELANGOR,40300,JALAN SINGA 20/1
,,SHAH ALAM,SELANGOR,40300,JALAN SUBANG UTAMA (2 - 8)
,,SHAH ALAM,SELANGOR,40300,JALAN SUBANG UTAMA 6A
,,SHAH ALAM,SELANGOR,40300,JALAN SUBANG UTAMA 8A
,,SHAH ALAM,SELANGOR,40300,JALAN SULAM 19/14
,,SHAH ALAM,SELANGOR,40300,JALAN SULAM DUA 19/14B
,,SHAH ALAM,SELANGOR,40300,JALAN SULAM EMPAT 19/14D
,,SHAH ALAM,SELANGOR,40300,JALAN SULAM SATU 19/14A
,,SHAH ALAM,SELANGOR,40300,JALAN SULAM TIGA 19/14C
,,SHAH ALAM,SELANGOR,40300,JALAN TAJAK 19/4
,,SHAH ALAM,SELANGOR,40300,JALAN TAJAK DUA 19/4B
,,SHAH ALAM,SELANGOR,40300,JALAN TAJAK EMPAT 19/4D
,,SHAH ALAM,SELANGOR,40300,JALAN TAJAK LIMA 19/4E
,,SHAH ALAM,SELANGOR,40300,JALAN TAJAK SATU 19/4A
,,SHAH ALAM,SELANGOR,40300,JALAN TAJAK TIGA 19/4C
,,SHAH ALAM,SELANGOR,40300,JALAN TAMBATAN 19/16
,,SHAH ALAM,SELANGOR,40300,JALAN TANGGUK 19/36
,,SHAH ALAM,SELANGOR,40300,JALAN TANGKUL 19/21
,,SHAH ALAM,SELANGOR,40300,JALAN TANGSI 19/25
,,SHAH ALAM,SELANGOR,40300,JALAN TAPIR 20/3
,,SHAH ALAM,SELANGOR,40300,JALAN TARIF 23/8
,,SHAH ALAM,SELANGOR,40300,JALAN TARIF DUA 23/8B
,,SHAH ALAM,SELANGOR,40300,JALAN TARIF EMPAT 23/8D
,,SHAH ALAM,SELANGOR,40300,JALAN TARIF SATU 23/8A
,,SHAH ALAM,SELANGOR,40300,JALAN TARIF TIGA 23/8C
,,SHAH ALAM,SELANGOR,40300,JALAN TENGGALA 19/10
,,SHAH ALAM,SELANGOR,40300,JALAN TENGGILING 20/4
,,SHAH ALAM,SELANGOR,40300,JALAN TENUN 19/19
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN 24/1
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN A 24/A
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN B 24/B
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN C 24/C
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN D 24/D
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN E 24/E
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN F 24/F
,,SHAH ALAM,SELANGOR,40300,JALAN TIMUN SATU 24/1A
,,SHAH ALAM,SELANGOR,40300,JALAN TOMATO 24/5
,,SHAH ALAM,SELANGOR,40300,JALAN TUNTUNG 20/11
,,SHAH ALAM,SELANGOR,40300,JALAN TUNTUNG DUA 20/11B
,,SHAH ALAM,SELANGOR,40300,JALAN TUNTUNG SATU 20/11A
,,SHAH ALAM,SELANGOR,40300,JALAN TUNTUNG TIGA 20/11C
,,SHAH ALAM,SELANGOR,40300,JALAN TUPAI 20/16
,,SHAH ALAM,SELANGOR,40300,JALAN TUPAI SATU 20/16A
,,SHAH ALAM,SELANGOR,40300,JALAN UMBUT 24/22
,,SHAH ALAM,SELANGOR,40300,KAMPUNG SUNGAI NIPAH (BATU 3)
,,SHAH ALAM,SELANGOR,40300,"PERSIARAN JUBLI PERAK, SEKSYEN 22"
,,SHAH ALAM,SELANGOR,40300,PERSIARAN PERKILANGAN
,,SHAH ALAM,SELANGOR,40300,PERSIARAN PERUSAHAAN
,,SHAH ALAM,SELANGOR,40300,SHAH ALAM - SEKSYEN 19 - 24
,,SHAH ALAM,SELANGOR,40400,JALAN ABADI 25/58
,,SHAH ALAM,SELANGOR,40400,JALAN ADIL 25/10
,,SHAH ALAM,SELANGOR,40400,JALAN AIR HITAM 27/63
,,SHAH ALAM,SELANGOR,40400,JALAN AMAL 25/68
,,SHAH ALAM,SELANGOR,40400,JALAN AMANAH 25/26
,,SHAH ALAM,SELANGOR,40400,JALAN AMPANG 27/20
,,SHAH ALAM,SELANGOR,40400,JALAN AMPANG DUA 27/20B
,,SHAH ALAM,SELANGOR,40400,JALAN AMPANG EMPAT 27/20D
,,SHAH ALAM,SELANGOR,40400,JALAN AMPANG SATU 27/20A
,,SHAH ALAM,SELANGOR,40400,JALAN AMPANG TENAR 28/27
,,SHAH ALAM,SELANGOR,40400,JALAN AMPANG TIGA 27/20C
,,SHAH ALAM,SELANGOR,40400,JALAN ANGGUN 25/115
,,SHAH ALAM,SELANGOR,40400,JALAN ANGKLUNG 33/20
,,SHAH ALAM,SELANGOR,40400,JALAN ANUGERAH 25/80
,,SHAH ALAM,SELANGOR,40400,JALAN ANUGERAH DUA 25/80B
,,SHAH ALAM,SELANGOR,40400,JALAN ANUGERAH EMPAT 25/80D
,,SHAH ALAM,SELANGOR,40400,JALAN ANUGERAH SATU 25/80A
,,SHAH ALAM,SELANGOR,40400,JALAN ANUGERAH TIGA 25/80C
,,SHAH ALAM,SELANGOR,40400,JALAN API-API 26/1
,,SHAH ALAM,SELANGOR,40400,JALAN ARIF 25/130
,,SHAH ALAM,SELANGOR,40400,JALAN ARIF 25/131
,,SHAH ALAM,SELANGOR,40400,JALAN ASAHAN 26/27
,,SHAH ALAM,SELANGOR,40400,JALAN ASAHAN DUA 26/27B
,,SHAH ALAM,SELANGOR,40400,JALAN ASAHAN EMPAT 26/27D
,,SHAH ALAM,SELANGOR,40400,JALAN ASAHAN LIMA 26/27E
,,SHAH ALAM,SELANGOR,40400,JALAN ASAHAN SATU 26/27A
,,SHAH ALAM,SELANGOR,40400,JALAN ASAHAN TIGA 26/27C
,,SHAH ALAM,SELANGOR,40400,JALAN AZAM 25/23
,,SHAH ALAM,SELANGOR,40400,JALAN AZAM SATU 25/23A
,,SHAH ALAM,SELANGOR,40400,JALAN BAGAN NIRA 26/8
,,SHAH ALAM,SELANGOR,40400,JALAN BAGAN TERAP 26/11
,,SHAH ALAM,SELANGOR,40400,JALAN BAHAGIA 25/17
,,SHAH ALAM,SELANGOR,40400,JALAN BAHAU 26/174
,,SHAH ALAM,SELANGOR,40400,JALAN BAKAU 27/79
,,SHAH ALAM,SELANGOR,40400,JALAN BAKTI 25/15
,,SHAH ALAM,SELANGOR,40400,JALAN BAKTI DUA 25/15B
,,SHAH ALAM,SELANGOR,40400,JALAN BAKTI EMPAT 25/15D
,,SHAH ALAM,SELANGOR,40400,JALAN BAKTI SATU 25/15A
,,SHAH ALAM,SELANGOR,40400,JALAN BAKTI TIGA 25/15C
,,SHAH ALAM,SELANGOR,40400,JALAN BALAKUNG 27/7
,,SHAH ALAM,SELANGOR,40400,JALAN BANDANG 28/12
,,SHAH ALAM,SELANGOR,40400,JALAN BANGGA 25/108
,,SHAH ALAM,SELANGOR,40400,JALAN BANGSI 33/18
,,SHAH ALAM,SELANGOR,40400,JALAN BATANG ARANG 27/28
,,SHAH ALAM,SELANGOR,40400,JALAN BATANG KALI
,,SHAH ALAM,SELANGOR,40400,JALAN BATANG KELANG 27/40
,,SHAH ALAM,SELANGOR,40400,JALAN BATU ARANG 27/28
,,SHAH ALAM,SELANGOR,40400,JALAN BATU BELAH 27/96
,,SHAH ALAM,SELANGOR,40400,JALAN BATU CAVES 27/67
,,SHAH ALAM,SELANGOR,40400,JALAN BATU CONDONG 27/44
,,SHAH ALAM,SELANGOR,40400,JALAN BATU KELANG 27/40
,,SHAH ALAM,SELANGOR,40400,JALAN BATU LAUT 28/5
,,SHAH ALAM,SELANGOR,40400,JALAN BATU MANDI 26/29
,,SHAH ALAM,SELANGOR,40400,JALAN BATU MANDI DUA 26/29B
,,SHAH ALAM,SELANGOR,40400,JALAN BATU MANDI SATU 26/29A
,,SHAH ALAM,SELANGOR,40400,JALAN BAWAL LEPAS 26/19
,,SHAH ALAM,SELANGOR,40400,JALAN BAYAN LEPAS 26/19
,,SHAH ALAM,SELANGOR,40400,JALAN BEDENA 26/78
,,SHAH ALAM,SELANGOR,40400,JALAN BEMBAN 26/107
,,SHAH ALAM,SELANGOR,40400,JALAN BENTA SATU 26/138A
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG 27/14
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG DUA 27/14B
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG EMPAT 27/14D
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG ENAM 27/14F
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG LAPAN 27/14H
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG LIMA 27/14E
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG SATU 27/14A
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG SEMBILAN 27/14J
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG SEPULUH 27/14K
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG TIGA 27/14C
,,SHAH ALAM,SELANGOR,40400,JALAN BERANANG TUJUH 27/14G
,,SHAH ALAM,SELANGOR,40400,JALAN BERANI 25/101
,,SHAH ALAM,SELANGOR,40400,JALAN BEREMBANG 27/43
,,SHAH ALAM,SELANGOR,40400,JALAN BERJAYA 25/4
,,SHAH ALAM,SELANGOR,40400,JALAN BERJAYA SATU 25/4A
,,SHAH ALAM,SELANGOR,40400,JALAN BERKAT 25/70
,,SHAH ALAM,SELANGOR,40400,JALAN BERNAM 24/29
,,SHAH ALAM,SELANGOR,40400,JALAN BERSATU 25/9
,,SHAH ALAM,SELANGOR,40400,JALAN BIOLA 33/1
,,SHAH ALAM,SELANGOR,40400,JALAN BIOLA SATU 33/1A
,,SHAH ALAM,SELANGOR,40400,JALAN BIYUKU 27/64
